#HF transmitted power data for 2017-07-14
#HH:MM:SS.SSS, Tx1 , Rx1  , Tx2  , Rx2  , Tx3  , Rx3  , Tx4  , Rx4  , Tx5  , Rx5  , Tx6  , Rx6  , time to take sample

20:46:16.104,000191,000000,012203,000000,000193,000000,000000,153709,000000,097386,000000,000195,0.49118
20:46:17.089,000191,000000,012215,000000,000193,000000,000000,154205,000000,097274,000000,000196,0.44422
20:46:18.075,000191,000000,012248,000000,000194,000000,000000,154205,000000,097274,000000,000196,0.46887
20:46:19.060,000192,000000,012195,000000,000193,000000,000000,153921,000000,097073,000000,000195,0.44798
20:46:20.046,000191,000000,012234,000000,000193,000000,000000,153673,000000,097185,000000,000196,0.46291
20:46:21.031,000191,000000,012215,000000,000194,000000,000000,153921,000000,097386,000000,000196,0.45247
20:46:22.017,000191,000000,012234,000000,000194,000000,000000,154454,000000,097498,000000,000196,0.44910
20:46:23.002,000192,000000,012234,000000,000194,000000,000000,154099,000000,097073,000000,000196,0.50088
20:46:23.988,000192,000000,012226,000000,000193,000000,000000,154312,000000,097498,000000,000196,0.43882
20:46:24.974,000191,000000,012226,000000,000194,000000,000000,153815,000000,097185,000000,000196,0.45553
20:46:25.959,000192,000000,012215,000000,000193,000000,000000,153744,000000,096961,000000,000195,0.48489
20:46:26.945,000191,000000,012201,000000,000194,000000,000000,153673,000000,097185,000000,000196,0.44764
20:46:27.931,000192,000000,012203,000000,000194,000000,000000,154205,000000,097386,000000,000196,0.44991
20:46:28.916,000192,000000,012226,000000,000194,000000,000000,154099,000000,097274,000000,000196,0.43489
20:46:29.901,000191,000000,012229,000000,000194,000000,000000,154454,000000,097274,000000,000196,0.44234
20:46:30.887,000191,000000,012237,000000,000194,000000,000000,154028,000000,097386,000000,000196,0.46309
20:46:31.873,000192,000000,012195,000000,000193,000000,000000,153567,000000,097498,000000,000196,0.41898
20:46:32.859,000192,000000,012254,000000,000194,000000,000000,153673,000000,097611,000000,000196,0.44589
20:46:33.844,000191,000000,012215,000000,000194,000000,000000,153320,000000,097073,000000,000196,0.45916
20:46:34.830,000192,000000,012164,000000,000194,000000,000000,154276,000000,097386,000000,000196,0.44721
20:46:35.815,000191,000000,012229,000000,000193,000000,000000,153673,000000,097274,000000,000196,0.45814
20:46:36.801,000192,000000,012234,000000,000194,000000,000000,154205,000000,097498,000000,000195,0.44248
20:46:37.787,000192,000000,012234,000000,000194,000000,000000,154170,000000,097073,000000,000196,0.44797
20:46:38.772,000192,000000,012226,000000,000194,000000,000000,154205,000000,097611,000000,000196,0.46122
20:46:39.758,000191,000000,012212,000000,000193,000000,000000,153850,000000,097274,000000,000195,0.46635
20:46:40.744,000192,000000,012226,000000,000193,000000,000000,153921,000000,097498,000000,000195,0.45007
20:46:41.729,000191,000000,012184,000000,000194,000000,000000,154170,000000,096961,000000,000195,0.45443
20:46:42.715,000192,000000,012215,000000,000194,000000,000000,153921,000000,097386,000000,000196,0.43875
20:46:43.701,000191,000000,012215,000000,000194,000000,000000,154028,000000,097274,000000,000196,0.44943
20:46:44.686,000191,000000,012195,000000,000194,000000,000000,153850,000000,097185,000000,000196,0.45584
20:46:45.672,000191,000000,012201,000000,000194,000000,000000,153673,000000,097386,000000,000196,0.45125
20:46:46.658,000191,000000,012201,000000,000193,000000,000000,153886,000000,097185,000000,000195,0.44865
20:46:47.643,000191,000000,012192,000000,000194,000000,000000,153886,000000,096961,000000,000196,0.44559
20:46:48.629,000192,000000,012226,000000,000193,000000,000000,154028,000000,097386,000000,000196,0.44063
20:46:49.614,000191,000000,012192,000000,000194,000000,000000,153992,000000,096961,000000,000196,0.44787
20:46:50.600,000191,000000,012181,000000,000193,000000,000000,153957,000000,097701,000000,000196,0.46661
20:46:51.585,000192,000000,012215,000000,000194,000000,000000,154241,000000,097185,000000,000196,0.44959
20:46:52.571,000192,000000,012184,000000,000194,000000,000000,154383,000000,097498,000000,000196,0.44237
20:46:53.556,000191,000000,012203,000000,000194,000000,000000,154205,000000,097498,000000,000196,0.43975
20:46:54.542,000191,000000,012215,000000,000194,000000,000000,153320,000000,097498,000000,000196,0.46183
20:46:55.527,000191,000000,012150,000000,000194,000000,000000,154028,000000,097073,000000,000196,0.46732
20:46:56.513,000192,000000,012215,000000,000194,000000,000000,153957,000000,097185,000000,000196,0.45045
20:46:57.513,000191,000000,012189,000000,000193,000000,000000,153673,000000,097274,000000,000195,0.50134
20:46:58.498,000192,000000,012173,000000,000194,000000,000000,153638,000000,097185,000000,000195,0.44538
20:46:59.484,000192,000000,012215,000000,000194,000000,000000,153638,000000,097274,000000,000196,0.47085
20:47:00.469,000192,000000,012217,000000,000194,000000,000000,153709,000000,097274,000000,000196,0.45947
20:47:01.454,000191,000000,012212,000000,000194,000000,000000,154028,000000,097185,000000,000196,0.44906
20:47:02.440,000192,000000,012201,000000,000194,000000,000000,154170,000000,097185,000000,000196,0.46457
20:47:03.426,000191,000000,012223,000000,000193,000000,000000,153815,000000,097073,000000,000196,0.43394
20:47:04.411,000191,000000,012184,000000,000194,000000,000000,153921,000000,097274,000000,000195,0.45491
20:47:05.397,000192,000000,012201,000000,000194,000000,000000,154028,000000,097386,000000,000195,0.43791
20:47:06.382,000192,000000,012226,000000,000194,000000,000000,154276,000000,096961,000000,000196,0.47125
20:47:07.368,000192,000000,012226,000000,000194,000000,000000,153992,000000,097073,000000,000195,0.45512
20:47:08.354,000192,000000,012181,000000,000193,000000,000000,153426,000000,097386,000000,000196,0.49997
20:47:09.340,000192,000000,012246,000000,000194,000000,000000,153815,000000,097274,000000,000196,0.43949
20:47:10.325,000191,000000,012192,000000,000194,000000,000000,153850,000000,097611,000000,000195,0.46453
20:47:11.311,000192,000000,012232,000000,000194,000000,000000,153744,000000,097386,000000,000195,0.45240
20:47:12.296,000192,000000,012201,000000,000194,000000,000000,154028,000000,097274,000000,000196,0.44757
20:47:13.282,000191,000000,012212,000000,000194,000000,000000,153921,000000,097073,000000,000196,0.45882
20:47:14.267,000192,000000,012192,000000,000194,000000,000000,154205,000000,097498,000000,000196,0.44672
20:47:15.252,000192,000000,012181,000000,000194,000000,000000,154028,000000,097185,000000,000195,0.47091
20:47:16.238,000192,000000,012192,000000,000194,000000,000000,154489,000000,096961,000000,000195,0.45206
20:47:17.224,000192,000000,012212,000000,000194,000000,000000,153992,000000,097498,000000,000196,0.44149
20:47:18.209,000192,000000,012226,000000,000193,000000,000000,154099,000000,097813,000000,000196,0.49429
20:47:19.195,000192,000000,012195,000000,000194,000000,000000,153957,000000,096961,000000,000196,0.45528
20:47:20.180,000192,000000,012226,000000,000193,000000,000000,153673,000000,097386,000000,000196,0.49384
20:47:21.166,000192,000000,012212,000000,000193,000000,000000,154028,000000,097611,000000,000196,0.48791
20:47:22.152,000192,000000,012203,000000,000194,000000,000000,154170,000000,097611,000000,000196,0.46170
20:47:23.137,000192,000000,012189,000000,000194,000000,000000,154917,000000,097498,000000,000196,0.44653
20:47:24.123,000192,000000,012226,000000,000194,000000,000000,153921,000000,097611,000000,000196,0.45049
20:47:25.109,000191,000000,012212,000000,000193,000000,000000,153921,000000,096961,000000,000196,0.44602
20:47:26.094,000192,000000,012226,000000,000194,000000,000000,153638,000000,096649,000000,000195,0.44944
20:47:27.080,000191,000000,012201,000000,000194,000000,000000,153673,000000,097386,000000,000195,0.46538
20:47:28.065,000192,000000,012212,000000,000194,000000,000000,154028,000000,096961,000000,000196,0.44387
20:47:29.051,000192,000000,012212,000000,000194,000000,000000,153744,000000,097274,000000,000195,0.44248
20:47:30.036,000192,000000,012201,000000,000194,000000,000000,153957,000000,097498,000000,000196,0.45735
20:47:31.022,000192,000000,012201,000000,000193,000000,000000,154099,000000,097185,000000,000196,0.45172
20:47:32.007,000191,000000,012201,000000,000194,000000,000000,153957,000000,097185,000000,000196,0.46630
20:47:32.993,000192,000000,012203,000000,000194,000000,000000,154170,000000,097274,000000,000196,0.44531
20:47:33.984,000192,000000,012223,000000,000194,000000,000000,154205,000000,097274,000000,000196,0.45129
20:47:34.969,000191,000000,012192,000000,000194,000000,000000,153744,000000,097073,000000,000196,0.46144
20:47:35.955,000192,000000,012181,000000,000194,000000,000000,153886,000000,097274,000000,000195,0.44908
20:47:36.940,000192,000000,012192,000000,000194,000000,000000,153815,000000,097185,000000,000196,0.45433
20:47:37.926,000192,000000,012173,000000,000194,000000,000000,153921,000000,096961,000000,000196,0.47760
20:47:38.912,000191,000000,012181,000000,000193,000000,000000,153957,000000,097386,000000,000196,0.44722
20:47:39.897,000192,000000,012159,000000,000194,000000,000000,153886,000000,097498,000000,000196,0.44685
20:47:40.883,000192,000000,012203,000000,000194,000000,000000,153532,000000,096649,000000,000196,0.44556
20:47:41.868,000192,000000,012201,000000,000194,000000,000000,154170,000000,097185,000000,000196,0.42678
20:47:42.854,000191,000000,012167,000000,000193,000000,000000,154418,000000,097274,000000,000196,0.45102
20:47:43.839,000192,000000,012189,000000,000193,000000,000000,154276,000000,097274,000000,000195,0.45412
20:47:44.825,000192,000000,012201,000000,000194,000000,000000,153744,000000,097386,000000,000195,0.45926
20:47:45.811,000191,000000,012181,000000,000194,000000,000000,153567,000000,097701,000000,000196,0.44831
20:47:46.796,000192,000000,012212,000000,000194,000000,000000,154347,000000,096961,000000,000196,0.45702
20:47:47.782,000192,000000,012212,000000,000194,000000,000000,154418,000000,097073,000000,000195,0.48170
20:47:48.767,000192,000000,012212,000000,000194,000000,000000,154134,000000,096850,000000,000196,0.46625
20:47:49.753,000191,000000,012223,000000,000194,000000,000000,154525,000000,096961,000000,000196,0.44512
20:47:50.744,000192,000000,012167,000000,000194,000000,000000,153638,000000,096961,000000,000195,0.46213
20:47:51.730,000192,000000,012189,000000,000193,000000,000000,154489,000000,097386,000000,000195,0.49304
20:47:52.716,000193,000000,012232,000000,000194,000000,000000,154028,000000,097498,000000,000195,0.43905
20:47:53.701,000192,000000,012136,000000,000193,000000,000000,154170,000000,096850,000000,000196,0.48375
20:47:54.687,000192,000000,012178,000000,000194,000000,000000,154134,000000,097386,000000,000196,0.44626
20:47:55.673,000192,000000,012201,000000,000195,000000,000000,154028,000000,097701,000000,000196,0.44064
20:47:56.658,000192,000000,012192,000000,000194,000000,000000,154028,000000,097498,000000,000195,0.42507
20:47:57.644,000192,000000,012192,000000,000193,000000,000000,154134,000000,097498,000000,000196,0.47090
20:47:58.630,000192,000000,012192,000000,000194,000000,000000,154418,000000,097274,000000,000196,0.44398
20:47:59.615,000192,000000,012201,000000,000194,000000,000000,153992,000000,097274,000000,000195,0.43322
20:48:00.601,000192,000000,012170,000000,000194,000000,000000,154028,000000,096961,000000,000196,0.47815
20:48:01.588,000191,000000,012198,000000,000194,000000,000000,154134,000000,096961,000000,000195,0.44218
20:48:02.582,000192,000000,012198,000000,000193,000000,000000,153921,000000,097386,000000,000196,0.44496
20:48:03.567,000191,000000,012201,000000,000194,000000,000000,153921,000000,096760,000000,000196,0.46155
20:48:04.553,000192,000000,012150,000000,000194,000000,000000,154134,000000,097073,000000,000195,0.45845
20:48:05.538,000192,000000,012189,000000,000194,000000,000000,154347,000000,096649,000000,000196,0.45881
20:48:06.523,000192,000000,012232,000000,000194,000000,000000,153567,000000,097386,000000,000196,0.44927
20:48:07.509,000192,000000,012178,000000,000194,000000,000000,153638,000000,097185,000000,000196,0.44973
20:48:08.508,000192,000000,012136,000000,000194,000000,000000,154454,000000,097274,000000,000196,0.45543
20:48:09.494,000192,000000,012167,000000,000193,000000,000000,153886,000000,097498,000000,000195,0.47094
20:48:10.479,000192,000000,012201,000000,000194,000000,000000,154028,000000,097274,000000,000196,0.46417
20:48:11.465,000192,000000,012209,000000,000194,000000,000000,153638,000000,097185,000000,000196,0.44860
20:48:12.450,000191,000000,012232,000000,000194,000000,000000,153815,000000,097185,000000,000196,0.46905
20:48:13.436,000191,000000,012156,000000,000193,000000,000000,153886,000000,097073,000000,000195,0.43930
20:48:14.422,000192,000000,012167,000000,000194,000000,000000,154028,000000,097498,000000,000195,0.44458
20:48:15.407,000193,000000,012195,000000,000194,000000,000000,153744,000000,097274,000000,000195,0.42915
20:48:16.393,000192,000000,012192,000000,000194,000000,000000,153638,000000,097185,000000,000196,0.44339
20:48:17.379,000193,000000,012234,000000,000194,000000,000000,153815,000000,097073,000000,000196,0.42822
20:48:18.364,000192,000000,012189,000000,000194,000000,000000,153992,000000,097185,000000,000195,0.45289
20:48:19.350,000192,000000,012232,000000,000194,000000,000000,153886,000000,096850,000000,000196,0.47390
20:48:20.335,000192,000000,012187,000000,000193,000000,000000,154134,000000,097185,000000,000195,0.44830
20:48:21.321,000192,000000,012167,000000,000194,000000,000000,154028,000000,097073,000000,000196,0.46295
20:48:22.306,000192,000000,012178,000000,000193,000000,000000,154347,000000,097274,000000,000196,0.46731
20:48:23.292,000192,000000,012167,000000,000193,000000,000000,153744,000000,096850,000000,000196,0.45103
20:48:24.277,000191,000000,012187,000000,000194,000000,000000,154028,000000,097185,000000,000196,0.45152
20:48:25.263,000191,000000,012167,000000,000194,000000,000000,153744,000000,097073,000000,000195,0.43079
20:48:26.248,000192,000000,012170,000000,000194,000000,000000,153603,000000,096850,000000,000195,0.44254
20:48:27.234,000192,000000,012167,000000,000194,000000,000000,153744,000000,096850,000000,000196,0.45952
20:48:28.219,000192,000000,012220,000000,000193,000000,000000,154241,000000,097274,000000,000196,0.45409
20:48:29.205,000192,000000,012189,000000,000194,000000,000000,153957,000000,096850,000000,000195,0.45016
20:48:30.191,000192,000000,012192,000000,000194,000000,000000,153638,000000,097185,000000,000195,0.45289
20:48:31.176,000192,000000,012198,000000,000193,000000,000000,154276,000000,097611,000000,000195,0.48713
20:48:32.162,000192,000000,012159,000000,000194,000000,000000,154525,000000,097185,000000,000196,0.43424
20:48:33.147,000193,000000,012223,000000,000194,000000,000000,154028,000000,097185,000000,000196,0.42121
20:48:34.133,000192,000000,012220,000000,000193,000000,000000,153886,000000,097185,000000,000195,0.45067
20:48:35.118,000192,000000,012178,000000,000194,000000,000000,153992,000000,097386,000000,000196,0.45574
20:48:36.104,000192,000000,012178,000000,000193,000000,000000,153532,000000,096961,000000,000195,0.43896
20:48:37.090,000191,000000,012189,000000,000194,000000,000000,154276,000000,097073,000000,000196,0.45366
20:48:38.076,000192,000000,012159,000000,000194,000000,000000,154347,000000,097073,000000,000196,0.43861
20:48:39.061,000192,000000,012232,000000,000193,000000,000000,154205,000000,096961,000000,000195,0.45215
20:48:40.046,000192,000000,012181,000000,000194,000000,000000,153886,000000,097073,000000,000195,0.44689
20:48:41.032,000192,000000,012178,000000,000194,000000,000000,153285,000000,096850,000000,000195,0.44782
20:48:42.017,000192,000000,012181,000000,000194,000000,000000,153886,000000,096961,000000,000196,0.45612
20:48:43.003,000192,000000,012201,000000,000194,000000,000000,153992,000000,097185,000000,000197,0.45063
20:48:43.988,000192,000000,012198,000000,000194,000000,000000,154667,000000,097386,000000,000196,0.42836
20:48:44.974,000192,000000,012178,000000,000194,000000,000000,153744,000000,097073,000000,000196,0.45986
20:48:45.960,000192,000000,012167,000000,000193,000000,000000,153992,000000,097386,000000,000196,0.48472
20:48:46.945,000192,000000,012198,000000,000194,000000,000000,153992,000000,097185,000000,000196,0.47793
20:48:47.931,000191,000000,012198,000000,000194,000000,000000,153886,000000,097073,000000,000196,0.45237
20:48:48.917,000192,000000,012198,000000,000194,000000,000000,153992,000000,097611,000000,000196,0.43356
20:48:49.903,000192,000000,012125,000000,000193,000000,000000,154525,000000,097073,000000,000196,0.45054
20:48:50.889,000192,000000,012181,000000,000195,000000,000000,154099,000000,096961,000000,000196,0.44638
20:48:51.874,000192,000000,012192,000000,000193,000000,000000,154489,000000,096850,000000,000196,0.48930
20:48:52.860,000192,000000,012201,000000,000194,000000,000000,154134,000000,097073,000000,000195,0.45326
20:48:53.846,000192,000000,012167,000000,000194,000000,000000,154134,000000,097386,000000,000196,0.42621
20:48:54.831,000192,000000,012167,000000,000194,000000,000000,154241,000000,097185,000000,000195,0.44474
20:48:55.817,000192,000000,012189,000000,000193,000000,000000,153744,000000,096961,000000,000195,0.45987
20:48:56.802,000192,000000,012167,000000,000193,000000,000000,154418,000000,097274,000000,000196,0.43598
20:48:57.788,000191,000000,012178,000000,000194,000000,000000,154241,000000,097611,000000,000196,0.44550
20:48:58.774,000192,000000,012189,000000,000194,000000,000000,154241,000000,097611,000000,000195,0.47006
20:48:59.759,000191,000000,012198,000000,000193,000000,000000,154347,000000,097073,000000,000195,0.43624
20:49:00.745,000192,000000,012189,000000,000193,000000,000000,153815,000000,096983,000000,000196,0.48962
20:49:01.730,000192,000000,012189,000000,000194,000000,000000,153673,000000,097274,000000,000195,0.45412
20:49:02.716,000192,000000,012167,000000,000194,000000,000000,153391,000000,096649,000000,000195,0.48702
20:49:03.702,000192,000000,012178,000000,000194,000000,000000,153957,000000,097274,000000,000195,0.46135
20:49:04.688,000193,000000,012147,000000,000194,000000,000000,153992,000000,097073,000000,000195,0.45598
20:49:05.673,000192,000000,012187,000000,000194,000000,000000,154134,000000,097274,000000,000196,0.46026
20:49:06.659,000192,000000,012198,000000,000193,000000,000000,154703,000000,097274,000000,000196,0.45171
20:49:07.644,000192,000000,012209,000000,000194,000000,000000,154347,000000,097274,000000,000196,0.45339
20:49:08.630,000192,000000,012189,000000,000194,000000,000000,154134,000000,097498,000000,000196,0.45389
20:49:09.616,000192,000000,012198,000000,000194,000000,000000,154347,000000,097185,000000,000196,0.48794
20:49:10.601,000192,000000,012189,000000,000193,000000,000000,154489,000000,096850,000000,000196,0.44237
20:49:11.587,000193,000000,012201,000000,000194,000000,000000,154241,000000,097073,000000,000195,0.46653
20:49:12.573,000191,000000,012209,000000,000194,000000,000000,154134,000000,096961,000000,000195,0.44673
20:49:13.565,000192,000000,012189,000000,000194,000000,000000,153638,000000,096961,000000,000195,0.49902
20:49:14.550,000192,000000,012198,000000,000194,000000,000000,153992,000000,097185,000000,000196,0.44579
20:49:15.536,000192,000000,012232,000000,000194,000000,000000,154241,000000,097185,000000,000196,0.43035
20:49:16.521,000192,000000,012178,000000,000194,000000,000000,154347,000000,097386,000000,000196,0.45356
20:49:17.507,000192,000000,012156,000000,000194,000000,000000,154099,000000,096961,000000,000196,0.45661
20:49:18.492,000192,000000,012209,000000,000194,000000,000000,153886,000000,096961,000000,000195,0.48243
20:49:19.487,000192,000000,012159,000000,000194,000000,000000,154241,000000,096961,000000,000195,0.62854
20:49:20.482,000192,000000,012198,000000,000193,000000,000000,154241,000000,097185,000000,000195,0.81435
20:49:21.473,000192,000000,012159,000000,000194,000000,000000,153992,000000,097185,000000,000195,0.95507
20:49:22.464,000192,000000,012147,000000,000193,000000,000000,153992,000000,097386,000000,000195,0.93248
20:49:23.465,000191,000000,012167,000000,000194,000000,000000,154241,000000,097073,000000,000196,1.03123
20:49:24.506,000192,000000,012198,000000,000194,000000,000000,153497,000000,096649,000000,000195,0.76998
20:49:25.495,000192,000000,012217,000000,000193,000000,000000,154099,000000,096760,000000,000195,0.45526
20:49:26.480,000192,000000,012167,000000,000194,000000,000000,154347,000000,097274,000000,000195,0.63528
20:49:27.466,000192,000000,012189,000000,000193,000000,000000,154241,000000,097386,000000,000196,0.52762
20:49:28.451,000192,000000,012178,000000,000194,000000,000000,154241,000000,097386,000000,000196,0.43913
20:49:29.437,000192,000000,012189,000000,000194,000000,000000,154489,000000,097386,000000,000195,0.43751
20:49:30.436,000192,000000,012187,000000,000194,000000,000000,153921,000000,096983,000000,000195,0.44028
20:49:31.422,000192,000000,012209,000000,000194,000000,000000,154134,000000,097185,000000,000196,0.43803
20:49:32.414,000192,000000,012167,000000,000193,000000,000000,154489,000000,097386,000000,000196,0.49028
20:49:33.399,000192,000000,012136,000000,000194,000000,000000,154170,000000,096760,000000,000196,0.44768
20:49:34.385,000192,000000,012175,000000,000194,000000,000000,154312,000000,097274,000000,000195,0.44821
20:49:35.371,000193,000000,012209,000000,000195,000000,000000,154703,000000,097274,000000,000195,0.45276
20:49:36.356,000192,000000,012187,000000,000194,000000,000000,154561,000000,097073,000000,000196,0.44660
20:49:37.342,000192,000000,012178,000000,000193,000000,000000,153603,000000,097274,000000,000196,0.45167
20:49:38.328,000192,000000,012198,000000,000194,000000,000000,154596,000000,097274,000000,000195,0.44154
20:49:39.313,000192,000000,012209,000000,000194,000000,000000,154312,000000,097274,000000,000195,0.44640
20:49:40.298,000192,000000,012209,000000,000194,000000,000000,154347,000000,097185,000000,000196,0.44494
20:49:41.284,000192,000000,012187,000000,000194,000000,000000,154099,000000,097073,000000,000196,0.45957
20:49:42.270,000192,000000,012206,000000,000194,000000,000000,154347,000000,097185,000000,000195,0.46611
20:49:43.255,000192,000000,012147,000000,000194,000000,000000,153850,000000,096649,000000,000195,0.44893
20:49:44.241,000192,000000,012167,000000,000194,000000,000000,154241,000000,097274,000000,000196,0.45394
20:49:45.226,000192,000000,012178,000000,000194,000000,000000,154596,000000,096961,000000,000196,0.46472
20:49:46.212,000192,000000,012187,000000,000194,000000,000000,154525,000000,097073,000000,000196,0.43286
20:49:47.197,000192,000000,012198,000000,000194,000000,000000,154205,000000,097185,000000,000196,0.42813
20:49:48.183,000192,000000,012198,000000,000194,000000,000000,154099,000000,097185,000000,000196,0.44097
20:49:49.168,000192,000000,012198,000000,000194,000000,000000,154454,000000,096850,000000,000195,0.46569
20:49:50.154,000192,000000,012198,000000,000194,000000,000000,154134,000000,096850,000000,000196,0.49093
20:49:51.140,000192,000000,012217,000000,000194,000000,000000,154134,000000,097073,000000,000196,0.45403
20:49:52.125,000191,000000,012209,000000,000194,000000,000000,154205,000000,096961,000000,000195,0.43012
20:49:53.111,000192,000000,012175,000000,000194,000000,000000,154489,000000,097274,000000,000195,0.46305
20:49:54.096,000192,000000,012187,000000,000194,000000,000000,154667,000000,097274,000000,000196,0.43695
20:49:55.081,000192,000000,012167,000000,000194,000000,000000,154561,000000,097073,000000,000195,0.45157
20:49:56.067,000192,000000,012187,000000,000194,000000,000000,154205,000000,096961,000000,000195,0.44864
20:49:57.053,000192,000000,012187,000000,000194,000000,000000,154561,000000,097185,000000,000195,0.45656
20:49:58.038,000192,000000,012178,000000,000195,000000,000000,154241,000000,097185,000000,000196,0.45531
